Director Score ,Director Experiecne,Actor 1 Experience ,Actor 1 Score ,Actor 2 Experience ,Actor 2 Score,Actor 3 Experience ,Actor 3 score,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,budget,Class
19509894.83,6,9,33403070.44,1,258113,1,258113,57,1000,235,92,1528,1066167,9
2987687,2,2,8496506.5,1,1111,1,1111,15,2,0,0,2,200000,9
166966,2,3,48475898.67,1,7927,1,7927,0,1000,29,18,1055,2300000,9
760618,3,1,4563029,4,21723564.25,1,4563029,584,11000,557,398,12286,39200000,8
38240794,4,5,14800303.2,4,21723564.25,5,16313863.4,0,22000,557,548,24324,9000000,8
41407470,1,5,69573067.2,4,21723564.25,5,16313863.4,0,22000,557,548,24324,9000000,8
140530114,1,1,65171860,4,21723564.25,1,65171860,0,979,557,140,1766,195000000,3
27003349.63,8,42,42849117.6,1,17738570,1,17738570,139,8000,3000,850,13631,13000000,7
64842376,9,3,24350655,4,28158464,3,7744598.667,25,1000,670,611,3243,24000000,7
729709,2,1,42880,4,28158464,2,55882440,6,22000,670,382,23769,24000000,9
47852604,1,6,42063537.83,4,28158464,3,50405327.33,0,14000,670,638,16464,25000000,4
65010106,1,2,28158727.5,4,28158464,2,65885073,869,692,670,521,3076,18000000,4
65670602.25,16,16,68169648.75,3,7850833.333,3,43069293.33,16,907,585,526,3633,15000000,7
223197363.9,7,26,58934241.92,3,7850833.333,1,5308707,4000,4000,585,334,5245,5000000,8
5997134,1,1,5694308,3,7850833.333,1,5694308,70,692,585,442,3128,7000000,8
13092000,1,29,90807581.55,1,8324748,1,8324748,56,113,98,38,301,35000000,8
44089982.92,12,1,1206135,1,1206135,1,1206135,79,27000,254,194,27666,50000000,8
1705139,1,1,6525762,2,37915013,6,11664967.33,675,16000,977,968,19928,4000000,8
216080773.3,12,12,46786071.92,2,37915013,2,122845834.5,323,1000,977,835,4660,48000000,3
3213100,2,9,70579315.78,1,713413,1,713413,4,25,20,3,48,4500000,9
3432342,1,1,10200000,4,14184172.75,2,5530001,342,623,508,393,1722,10000000,7
4930798,1,1,9013113,4,14184172.75,1,9013113,2,2000,508,226,3192,1000000,8
103429642.7,6,4,64513856.25,4,14184172.75,3,62118800.33,0,627,508,434,2052,50000000,5
117965839.2,6,12,20867284.17,1,8060,1,8060,294,585,39,15,666,4000000,9
982214,1,1,2246000,1,2246000,1,2246000,14,2000,769,400,3384,20000000,8
47157207.25,4,2,39002531.5,1,38317535,1,38317535,34,838,55,54,995,11000000,5
113139457.7,7,24,44844668.58,1,317557891,3,119142042,0,11000,687,645,13191,125000000,1
34931729.8,15,1,69586544,2,37473159,1,69586544,144,1000,482,477,3845,27000000,3
3000000,1,2,4796907,2,37473159,1,5359774,51,3000,482,28,3569,6000000,8
27718895.25,4,1,18843314,1,18843314,1,18843314,8,472,239,129,1045,20000000,7
21652967.29,7,3,52783818.33,3,14284430,4,31380311.5,8,4000,922,896,6954,8600000,7
24324538.75,4,12,19671363.17,3,14284430,3,108739883.3,5,5000,922,687,7723,42000000,6
24256441.92,13,24,62428649.96,3,14284430,1,7564000,34,11000,922,472,13821,20000000,8
17078655.5,4,5,12387582.6,1,39880476,2,61958757.5,0,1000,535,503,2908,25000000,5
11758590.4,5,1,3629758,1,3629758,1,3629758,25,517,86,57,745,5500000,8
143000,1,1,231417,1,231417,1,231417,324,678,541,28,1256,60000000,9
75526093,5,14,60449168.57,3,44872798.33,5,50827865.8,208,876,827,689,4840,6500000,6
36762906.57,7,28,64470357.79,3,44872798.33,4,40762693.5,3,24000,827,631,25792,8000000,7
22134792.5,2,5,82483594.2,3,44872798.33,1,93815117,61,5000,827,708,7184,55000000,2
33770028,7,14,76351020.57,3,26982354.67,2,18173420,64,16000,638,553,17866,11000000,5
6851969,1,3,30062289.67,3,26982354.67,4,6222928.25,8,759,638,428,2805,4000000,9
80108003,8,14,85053953.93,3,26982354.67,3,29558026.67,532,3000,638,461,5187,70000000,4
50866666.67,3,6,28573802.33,1,52287414,1,52287414,0,217,107,107,644,8000000,4
63120914.25,4,2,26246418,3,46800818.67,2,38839998,11000,3000,575,484,5390,48000000,5
92050596.5,2,2,154335096.5,3,46800818.67,1,102310175,0,1000,575,336,2676,40000000,1
28455048.67,3,7,19500889.29,1,8119205,1,8119205,23,1000,937,899,5535,28000000,8
12784397,1,3,45307424.67,1,32519322,1,32519322,2000,396,338,95,1075,35000000,5
371081,1,26,94986586.58,1,798341,1,798341,13,957,81,25,1107,1000000,9
32931217.29,7,2,57302370.5,3,65733127.33,2,27766956,248,14000,798,726,16606,25000000,4
158763032.4,5,24,85068342.38,3,65733127.33,1,132014112,14000,10000,798,533,12546,102000000,1
70712991.89,9,4,93103729,3,65733127.33,6,125162558,149,27000,798,581,29692,25000000,7
50866666.67,3,1,61094903,4,37960888,3,41314006.67,174,14000,902,767,17151,30000000,3
70712991.89,9,5,82483594.2,4,37960888,3,41314006.67,174,14000,903,767,17152,30000000,3
11820264.5,2,1,18653746,4,37960888,3,17314225.67,2000,40000,903,541,42344,38000000,7
27718895.25,4,1,11000000,4,37960888,2,27047800,212,1000,903,810,3611,98000000,7
3590010,1,1,9449219,1,9449219,1,9449219,0,385,356,111,995,3500000,8
72543215.79,19,21,125805463.8,5,95163378.4,1,58336565,5,8000,2000,1000,11124,50000000,4
170795766.5,11,1,3562749,5,95163378.4,2,10957601.5,10,3000,2000,826,7394,32000000,8
80825554.27,11,17,62198271.18,5,95163378.4,1,141600000,12,23000,2000,752,26754,55000000,1
47941854.75,4,3,29289775.67,5,95163378.4,1,54967359,20,2000,2000,968,7039,40000000,4
72543215.79,19,11,69926981.45,5,95163378.4,1,217350219,63,49000,2000,631,52970,28000000,1
703,1,2,528402.5,1,703,1,703,436,474,436,4,920,1500000,9
31584245.5,2,1,47285499,4,31921573.5,1,47285499,91,1000,934,434,3037,26000000,4
62095597.44,9,24,85068342.38,4,31921573.5,1,34099640,13,1000,934,430,2515,5000000,5
6851636,1,5,15828230.8,4,31921573.5,2,114839646,8,1000,934,588,3742,26000000,6
21652967.29,7,15,55181255.6,4,31921573.5,1,23078294,19,1000,934,806,3590,9000000,6
3050934,1,2,3212792,1,5518918,2,2761961.5,8,2000,424,357,3071,750000,8
29795598.5,2,15,55181255.6,1,57469179,1,57469179,52,969,886,426,2987,11500000,4
35877099,3,12,31450127.92,1,9190525,1,9190525,1000,816,105,98,1120,7000000,8
75526093,5,3,33460823,1,100328194,1,100328194,52,795,419,394,2638,50000000,1
17901682.67,3,1,15988876,2,33549138,1,15988876,190,137000,459,163,137712,27000000,7
82774542.67,3,3,76879178.67,2,33549138,1,51109400,88,3000,459,348,4767,30000000,4
88580470.2,5,13,63511379.92,7,59383538.14,2,104855736.5,10,925,729,397,2252,150000000,1
2126511,1,1,4002955,7,59383538.14,2,27377646,6,890,729,577,3654,20000000,8
170795766.5,11,29,90807581.55,7,59383538.14,4,84631704.75,475,1000,729,522,2975,180000000,1
131175,1,2,1526530,7,59383538.14,4,79187739,0,827,729,681,3574,3500000,9
27003349.63,8,2,5459776.5,7,59383538.14,5,4946615.2,378,925,729,611,3559,4000000,8
16228707.53,19,1,18225165,7,59383538.14,4,15161241,8,982,729,587,3114,9000000,7
65239433.33,6,1,31155435,7,59383538.14,2,18678095.5,58,995,729,722,6105,12000000,5
100287966.8,4,8,108569644.9,3,26338141,4,52227268,0,3000,579,559,5609,70000000,4
927107,1,1,4040588,3,26338141,2,11239368.5,19,25000,579,39,25676,5000000,8
17877202.5,2,6,34827337.83,3,26338141,2,22844367.5,61,649,579,83,1400,32000000,5
24104113,1,7,64056410,1,29200000,1,29200000,43,563,236,122,1097,8500000,6
7680,1,2,414924.5,1,9910,1,9910,10,690,24,19,774,25000000,9
116227128.5,4,9,48080572.89,1,1007962,1,1007962,171,109,8,0,117,950000,8
84425216.88,8,15,150704598.1,4,47018208.5,4,101458424,420,2000,906,535,3768,75000000,3
91171529.67,6,1,47536959,4,47018208.5,2,47536959,304,939,906,736,3276,10000000,4
78017449.25,8,1,47536959,4,47018208.5,2,47536959,304,940,906,736,3277,10000000,4
6498000,1,1,14989761,4,47018208.5,2,16370172,454,2000,906,816,4757,15000000,7
26297,1,2,26022559,1,36830,1,36830,87,87,70,37,256,1400000,9
42178760.2,5,2,53489240.5,1,48092846,1,48092846,383,912,320,191,1833,12500000,4
25698854.67,3,14,70367554.79,1,51396781,1,51396781,218,5000,35,29,5103,68000000,4
69298843.5,8,14,76351020.57,1,21370057,2,17832449.5,0,636,330,298,1852,12000000,6
25338681.5,4,2,16372936,1,9714482,1,9714482,11000,1000,612,2,1614,20000000,8
18378,1,3,15458620.67,1,20380,1,20380,17,1000,165,66,1245,15000000,9
4031929.5,2,5,12433171.8,1,1530535,2,4142716.5,38,745,591,316,1721,9000000,8
12697948.33,3,3,29289775.67,5,29484005.6,1,31597131,132,49000,989,933,52138,12000000,5
9930159.8,5,4,3958166.75,5,29484005.6,1,10042266,65,1000,989,683,3155,1000000,7
39074024.67,3,12,49418512.67,5,29484005.6,3,18667027.33,126,2000,989,886,4681,24000000,7
638951,1,1,1474508,5,29484005.6,2,1960077,17,2000,989,688,4607,5000000,8
27003349.63,8,26,58934241.92,5,29484005.6,1,87341380,234,11000,989,919,15590,27000000,2
12388100.33,3,16,34302750.75,1,21994911,1,21994911,335,838,203,34,1122,5000000,6
50084026.7,10,31,51583335.03,1,56715371,1,56715371,0,273,117,73,727,12000000,4
81334364,3,10,51691219.4,6,109914924.2,1,172620724,249,11000,10000,936,23603,85000000,1
42597837.88,8,1,42194060,6,109914924.2,2,22450359.5,2,12000,10000,480,22668,70000000,4
66705160,3,3,45307424.67,6,109914924.2,3,22505576,12000,11000,10000,975,23602,13000000,7
143649106.5,8,7,67391998.86,6,109914924.2,1,165230261,90,11000,10000,15,21015,150000000,1
148337537,1,29,90807581.55,6,109914924.2,3,280436701.3,0,11000,10000,10000,33284,130000000,1
3550693.5,2,2,32959414.5,6,109914924.2,2,26405726.5,37,12000,10000,883,25660,20000000,7
117560,1,3,36220238.67,1,6013,1,6013,222,680,404,68,1311,695393,9
8796770.5,2,1,1221261,1,1221261,1,1221261,44,827,22,7,856,1500000,8
4778834,2,6,41074794.67,3,29412109,2,13157671,4,960,448,424,2415,11000000,8
3333823,1,1,6157157,3,29412109,1,6157157,3,859,448,448,3942,5000000,8
60560021.8,5,8,46276243.25,3,29412109,4,47245470.75,99,3000,448,433,5740,25000000,3
23086958.4,5,8,37938128.5,1,4443403,1,4443403,10,963,545,106,1754,7300000,8
39074024.67,3,2,23265.5,2,58489.5,1,20186,28,945,756,501,2924,930000,9
28435406,1,4,21747191,2,58489.5,2,3547558.5,23,4000,756,660,6380,3500000,9
170795766.5,11,2,3660171,1,6002015,1,7001720,119,885,816,633,2907,12000000,8
38015328.14,6,26,58934241.92,1,35400000,1,35400000,82,581,547,189,1865,7000000,5
95222465.5,4,2,27628553,1,39251128,2,24302350.5,72,582,103,99,804,75000000,5
4525680,4,4,13798225.75,1,15100000,3,42601209.67,73,695,654,563,3444,15000000,7
38421768,2,1,40485039,3,31347464.33,1,40485039,65,18000,769,730,20795,10000000,4
21886070,6,1,38037513,3,31347464.33,1,38037513,12,18000,769,636,20188,20000000,5
19357239.8,5,5,30205967.4,3,31347464.33,1,15519841,0,4000,769,677,6863,47000000,7
29534642.33,3,15,30483265,1,43650000,1,43650000,34,804,271,249,1802,6000000,4
8523554.667,3,1,3559990,1,3559990,1,3559990,45,578,341,267,1363,3000000,8
94417048.25,8,16,68169648.75,1,72515360,1,72515360,521,591,249,249,2100,80000000,3
78692452.24,17,28,64470357.79,1,198655278,1,198655278,149,503,384,248,1862,3977000,1
1110186,1,3,5289849.333,1,2712293,1,2712293,10,353,12,10,380,450000,8
3557171.6,5,2,3073132,1,274661,1,274661,141,141,125,23,313,1000000,9
2411756,3,1,7292175,1,7292175,5,11184587.2,30,761,412,407,2018,7000000,8
74659855,2,8,70075808,1,101978840,1,101978840,79,925,38,27,1018,15000000,1
3330,1,1,3478,1,3478,1,3478,49,413,98,57,721,1500000,9
25338681.5,4,2,13601960.5,1,26761283,1,26761283,97,775,523,437,3197,26000000,6
8000000,1,7,31481136.43,2,25498377.5,1,18996755,171,6000,382,284,7099,45000000,7
62369474.5,2,3,67400556.67,2,25498377.5,2,88365763.5,17000,554,382,94,1068,30000000,5
80825554.27,11,4,51724311.75,1,56068547,1,56068547,9,567,269,100,1145,30000000,4
62369474.5,2,1,19480739,2,22745235.33,3,18530184,503,23000,18000,982,43887,80000000,7
62453315,1,28,64470357.79,2,22745235.33,5,57028158.2,0,27000,18000,1000,46944,18000000,8
64998368,1,6,33581918.33,1,34580635,1,34580635,869,134,27,21,209,52000000,5
48361246.29,7,22,56921748.91,1,51100000,5,43653407,82,387,202,177,1198,3000000,4
20553808.6,10,5,14064067.4,1,3500000,1,3500000,0,16000,360,93,16534,200000,8
3557171.6,5,4,60884949.5,1,22160085,1,22160085,57,541,451,132,1228,10600000,6
20689126.5,2,13,47377885.46,1,21413502,3,28999221.33,212,879,560,380,2795,40000000,6
2411756,3,1,15045676,3,16299131.33,2,73584335.5,219,902,837,258,2466,16000000,7
33423521,1,3,44263187.67,3,16299131.33,2,14291489.5,38,3000,837,390,4702,14000000,7
21900028.47,15,7,65560129.57,3,16299131.33,1,21569041,57,1000,837,664,3745,9000000,6
24556334.33,3,4,105932776.3,2,49884453,1,45670855,52,723,346,298,1978,20000000,4
36848936,4,22,56921748.91,2,49884453,3,57191617.33,70,440,346,318,2420,25000000,4
1365832.5,2,1,864959,1,864959,1,864959,21,420,291,161,1215,4000000,9
32931217.29,7,18,47298173.67,1,12784397,1,12784397,188,2000,458,168,2658,1800000,7
71011965.86,7,24,62428649.96,1,4584886,1,4584886,179,267,202,50,538,45000000,8
36600260.5,4,26,58934241.92,2,42959563,2,21940192.5,42,991,894,219,2609,20000000,5
48006503,1,19,74436746.21,2,42959563,2,25004425,161,11000,894,132,12161,45000000,4
19357239.8,5,9,48500422.89,1,32453345,1,32453345,52,510,358,332,2161,5000000,5
78692452.24,17,8,37938128.5,1,102300000,1,102300000,55,382,279,266,2045,6000000,1
51203786.86,7,26,70791394.65,1,102515793,1,102515793,21000,18000,1000,585,20388,90000000,1
17695693.4,5,1,67155742,1,67155742,1,67155742,79,650,293,268,1569,116000000,3
26539321,1,3,22522702,1,41777564,1,41777564,192,1000,1000,580,4500,15000000,4
40164921,4,1,6592103,2,7183416.5,1,6592103,0,548,298,115,1005,35000000,8
80860131.25,4,3,41845301.33,2,7183416.5,2,6154923.5,571,499,298,102,1120,15500000,8
21214091,3,3,15458620.67,1,16252765,2,20147627.5,49,11000,216,155,11662,42000000,7
15506342.5,4,14,57567463.43,1,21283440,3,30408097.67,260,6000,694,692,8018,55000000,6
4613385,2,28,64470357.79,2,35363322.5,2,9043329.5,243,969,962,725,3833,900000,9
69006493.67,6,3,46769084.67,2,35363322.5,2,57209313.5,425,20000,962,766,22739,25000000,3
32805137.67,6,26,58934241.92,1,92823600,1,92823600,0,227,73,62,485,16000000,2
33023224,3,13,45718710.08,1,1027749,1,1027749,55,991,10,2,1003,40000000,8
2207975,1,4,13798225.75,1,4074023,1,4074023,0,55,0,0,55,5000000,8
464126,1,3,22360830.67,1,49494,1,49494,261,924,835,461,2862,250000,9
20380,1,3,1904352,1,26435,1,26435,756,136,23,18,203,6000000,9
171634041.3,13,19,137619039.4,5,52062638,6,62974544.17,14000,23000,826,655,25517,65000000,1
48848990.33,3,2,11006138.5,5,52062638,2,21378000,0,2000,826,606,4877,1000000,6
46065803,2,25,140782475.4,5,52062638,2,21378000,0,2000,826,606,4878,1000000,6
31855070.5,6,2,32227075,5,52062638,4,37186784,0,940,826,745,4310,72000000,6
60615383.8,10,6,26531301.83,5,52062638,1,7556708,835,13000,826,363,14544,15000000,8
108635757,2,1,33508922,3,109610860,1,33508922,75,18000,3000,754,23920,40000000,5
22155472.5,2,6,26531301.83,3,109610860,1,1821983,0,40000,3000,387,43810,3000000,8
70875635.17,6,29,90807581.55,3,109610860,3,109258209.3,0,13000,3000,766,17540,40000000,1
6566801,3,1,5400000,1,5400000,1,5400000,0,15,12,4,36,2500000,8
25000000,1,1,17278980,3,13396767.67,3,47772616,33,744,503,475,2400,8000000,7
9000000,1,2,8727124.5,3,13396767.67,2,16003046,374,826,503,484,2689,15000000,7
30706329.25,4,1,8662318,3,13396767.67,1,8662318,80,567,503,399,2016,17000000,8
189942999.3,7,31,51583335.03,5,51307028.6,2,126387110.5,1000,29000,1000,954,33791,14500000,4
36964195.2,5,15,112215589.6,5,51307028.6,3,12314465,35,10000,1000,306,11471,15000000,6
56819679.57,7,19,105641206.8,5,51307028.6,4,50513597.25,29,12000,1000,874,15800,15000000,4
29243671.5,2,24,62428649.96,5,51307028.6,4,50513597.25,29,12000,1000,874,15800,15000000,4
46012734,1,4,84897455.5,5,51307028.6,1,95720716,0,1000,1000,304,2759,40000000,2
78692452.24,17,9,24365824.11,1,85300000,1,85300000,425,13000,11000,901,27378,10000000,2
19305243.8,5,5,45279874.8,1,34300771,1,34300771,0,11000,119,51,11248,25000000,5
17797316,1,2,42514327,1,48745150,1,48745150,12,87000,11000,935,101383,50000000,4
19509894.83,6,10,51691219.4,1,148170000,1,148170000,287,767,281,233,2053,11000000,1
71741432.67,3,1,60033780,3,40852513.25,2,30049033,0,970,631,545,2860,30000000,3
141592451.8,8,14,122040217.6,3,40852513.25,3,43769999,663,14000,631,521,16358,70000000,6
24256441.92,13,6,28573802.33,3,40852513.25,1,53680848,98,18000,631,37,18726,30000000,4
39146940,8,22,55336343.86,1,5731103,3,66102313,0,1000,748,702,5963,2400000,8
72543215.79,19,11,69926981.45,1,120618403,1,120618403,7,2000,500,484,4478,90000000,1
64842376,9,1,60573641,1,60573641,1,60573641,32,854,628,626,4530,60000000,3
12843,1,1,15447,1,15447,1,15447,71,795,474,385,2655,10000000,9
32805137.67,6,17,62198271.18,3,51158831,1,57744720,34,23000,4000,1000,31529,20000000,4
19509894.83,6,15,112215589.6,3,51158831,3,29415048.67,34,16000,4000,1000,21622,18000000,7
48848990.33,3,36,91783206.47,3,51158831,2,65885073,218,17000,4000,521,21863,85000000,2
17934709.75,4,5,14800303.2,2,97007687.5,3,6421885.333,10,3000,2000,844,6420,13500000,7
113139457.7,7,2,90147855.5,2,97007687.5,2,157323404.5,235,2000,2000,680,5730,130000000,1
37784272.33,3,36,91783206.47,1,52200504,3,71975226,482,852,542,482,2426,10000000,4
25227835.25,4,2,25738054,5,139283756.2,1,38176108,19,23000,13000,835,37907,16000000,5
61353939.5,4,8,84751564.13,5,139283756.2,7,173972634.1,0,15000,13000,11000,39789,14000000,2
36848936,4,4,19572894,5,139283756.2,1,37899638,0,13000,13000,871,27114,88000000,5
226653447,8,9,73404714.56,5,139283756.2,2,369329917.5,22000,23000,13000,11000,57802,185000000,1
5480318,1,5,12105293,5,139283756.2,1,4001121,162,23000,13000,228,36398,20000000,8
52166,1,7,40375027,1,76382,2,26198680.5,38,331,212,211,1546,15000,9
62905363.5,2,15,59253169.2,2,31441690.5,1,44793200,55,506,449,150,1584,4500000,4
45033973.33,3,6,20431386.17,2,31441690.5,1,18090181,0,969,449,112,1775,8000000,7
129319,1,1,334041,1,334041,1,334041,204,659,529,474,2322,500000,9
12610731,1,1,11860839,2,12992306,1,11860839,64,2000,892,748,4617,9000000,7
14094771.67,3,26,94986586.58,2,12992306,1,14123773,520,11000,892,192,12306,5000000,7
27400373,2,1,14114488,1,14114488,1,14114488,17,1000,887,770,3827,10500000,7
47887943,1,5,69573067.2,3,112267220.3,1,50150619,34,17000,995,679,19513,50000000,4
98116871.67,6,3,46284698.67,3,112267220.3,1,108244774,0,11000,995,529,13645,37000000,1
74659855,2,8,70075808,3,112267220.3,1,178406268,0,8000,995,700,11135,14000000,1
130954450,2,4,105932776.3,2,304360277,3,259029660.3,0,883,563,393,2039,200000000,1
113569517.8,5,18,73476919.39,2,304360277,3,259029660.3,0,883,563,393,2039,200000000,1
155972,1,1,298110,2,41262292,1,298110,8,553,177,33,786,8000000,9
100935564,2,8,62334691,2,41262292,1,82226474,189,1000,177,38,1267,65000000,2
171634041.3,13,29,61087552.07,1,138396624,6,54804934.5,0,10000,898,877,12954,130000000,1
7651924.667,3,15,55181255.6,2,47770983.5,6,43074006.33,0,13000,861,820,15006,57000000,7
1247554.667,3,2,479610.5,1,484221,1,484221,50,3,3,0,6,1000000,9
34636443,1,7,40375027,1,21000000,4,63332665,82,16000,387,244,17611,13000000,6
57646484.75,4,5,39628042.6,1,37617947,1,37617947,308,446,224,206,966,30000000,5
74148718.14,7,24,85068342.38,1,35385560,1,35385560,357,3000,465,326,4807,4000000,5
18469,1,1,22770,1,22770,1,22770,17,31,17,16,81,5500000,9
32931217.29,7,26,70791394.65,1,17000000,1,17000000,8,423,23,22,516,500000,7
80048424.5,6,4,24514591,4,53687373.5,1,6830957,52,15000,1000,347,16692,21000000,8
16228707.53,19,1,32051917,4,53687373.5,4,40762693.5,36,10000,1000,631,12338,20000000,5
15180000,1,3,74504468.33,4,53687373.5,2,92649590,0,21000,1000,801,25263,20000000,7
111664263.5,2,22,74646101.91,4,53687373.5,1,158348400,521,10000,1000,957,14244,42000000,1
2133825.5,2,26,58934241.92,2,72740651.5,1,480314,23,826,816,748,4473,21000000,9
32542914.33,2,26,70791394.65,2,72740651.5,3,66256496,180,14000,816,485,16461,25000000,1
11680929,3,14,70367554.79,3,36909959,1,14000000,10,3000,273,178,3617,3500000,7
74364250.14,7,12,36415043.33,3,36909959,2,28072152.5,75,294,273,258,1289,50000000,4
80825554.27,11,9,34786323.11,3,36909959,1,55473600,21000,534,273,243,1543,50000000,4
379122,1,5,25539650.2,2,6664906.5,2,5530001,19,706,442,393,1579,12000000,9
165758656.7,3,11,95139529.18,2,6664906.5,5,35200830.4,563,12000,442,385,13156,22000000,7
4234040,1,1,8000000,1,8000000,1,8000000,24,277,244,83,731,3768785,8
79470000,3,2,103124410.5,1,69800000,1,69800000,2000,15000,161,51,15361,8000000,3
98130188.58,12,1,197992827,2,125537785,1,197992827,750,49000,20000,971,70996,100000000,1
225901479.3,3,2,30258734.5,2,125537785,4,439658359,22000,23000,20000,19000,63986,40000000,4
16228707.53,19,1,18656400,3,65169902.33,2,36678232.5,25,17000,2000,423,19673,5000000,7
37385399,5,2,32346348.5,3,65169902.33,6,71058478.83,23,2000,2000,651,7009,20000000,3
129454717.5,16,36,91783206.47,3,65169902.33,1,112703470,278,11000,2000,963,15226,85000000,1
21886070,6,1,26161406,1,26161406,1,26161406,20,512,316,125,1002,15000000,6
1075288,1,4,28156699.75,1,6594136,1,6594136,0,643,290,7,943,38600000,8
562059,1,6,27971569.17,1,1200000,1,1200000,29,683,155,147,1139,3000000,8
15397312.25,4,1,10660147,1,10660147,1,10660147,277,327,261,57,672,23000000,7
